status,suite,datacenter,cron,name,host,desk
up,sapphire,new_york_4,"{""stop_fri"": {""daymonth"": ""*"", ""minute"": ""00"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""18""}, ""start_sun"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""16""}}",equities_15,ny4psltr047.concord.global,equities
down,linux_script,chicago_7,Cron disabled,45,e7ch7ftp02.concord.global,house
down,downloader,tokyo_1,No cron,1,tk1pswtr020.concord.global,house
up,feeder,new_york_4,No cron,1,e7ny4014,house
down,linux_script,chicago_7,"{""cme_cbt_settles"": {""daymonth"": ""*"", ""minute"": ""20"", ""month"": ""*"", ""dayweek"": ""1-5"", ""hour"": ""16""}}",2,e7ch7ftp02.concord.global,house
down,alert-server,chicago_7,"{""start_sunday"": {""daymonth"": ""*"", ""minute"": ""15"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""14""}, ""stop_fri"": {""daymonth"": ""*"", ""minute"": ""05"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""17""}}",1,ch7pslss132.concord.global,house
down,linux_script,chicago_7,No cron,9,e7ch7ftp02.concord.global,house
up,feeder,chicago_7,No cron,3,ch7pswss137,house
down,windows_script,chicago_7,No cron,30,tsb.concord.global,house
down,sapphire,chicago_6,Cron disabled,hawk_3,ch6psltr067.concord.global,hawk
down,cadmin,chicago_7,No cron,1,e7ch7ccs01,house
up,sapphire,chicago_6,"{""stop_wd"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""1-5"", ""hour"": ""16""}, ""start_wd"": {""daymonth"": ""*"", ""minute"": ""00"", ""month"": ""*"", ""dayweek"": ""1-5"", ""hour"": ""05""}}",gas_07,ch6psltr091.concord.global,natgas
up,feeder,chicago_7,No cron,9,ch7pswss137,house
up,order-router,tokyo_2,No cron,2,tk2pswtr011.concord.global,metals
up,order-router,tokyo_2,No cron,3,tk2pswtr011.concord.global,metals
up,sapphire,chicago_6,"{""stop_fri"": {""daymonth"": ""*"", ""minute"": ""10"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""16""}, ""start_sun"": {""daymonth"": ""*"", ""minute"": ""00"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""16""}}",tmm_04,ch6psltr102.concord.global,cpcv
up,order-router,chicago_7,No cron,3,e7ch70108,crude
up,order-router,chicago_7,No cron,3,e7ch7097,metals
down,windows_script,chicago_7,No cron,2,tsb.concord.global,house
up,capture-service,new_york_4,No cron,1,ny4pswtr039.concord.global,equities
down,linux_script,chicago_7,No cron,29,e7ch7ftp02.concord.global,house
down,order-service,new_york_4,No cron,1,e7ny4010,house
up,capture-service,new_york_4,No cron,2,ny4pswtr039.concord.global,equities
up,sapphire,chicago_6,"{""stop_wd"": {""daymonth"": ""*"", ""minute"": ""10"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""16""}, ""start_sun"": {""daymonth"": ""*"", ""minute"": ""00"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""16""}}",bgls_04,ch6psltr065.concord.global,bgls
up,sapphire,tokyo_1,"{""stop_wd"": {""daymonth"": ""*"", ""minute"": ""59"", ""month"": ""*"", ""dayweek"": ""2-6"", ""hour"": ""05""}, ""start_wd"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""1-5"", ""hour"": ""07""}}",fireball_7,tk1psltr015.concord.global,cpcv
up,capture-service,new_york_4,No cron,2,e7ny4014,house
up,hydra,chicago_5,No cron,1,ch5pswtr011.concord.global,nat-gas
up,ccs2-fills,chicago_7,"{""start"": {""daymonth"": ""*"", ""minute"": ""00"", ""month"": ""*"", ""dayweek"": ""6"", ""hour"": ""09""}, ""stop"": {""daymonth"": ""*"", ""minute"": ""00"", ""month"": ""*"", ""dayweek"": ""6"", ""hour"": ""06""}}",tool,ch7pslwb056.concord.global,house
up,drop,chicago_6,No cron,7,e7ch6030,house
up,bpipe_bridge,new_york_4,No cron,1,e7ny4016.concord.global,house
down,linux_script,chicago_7,"{""xcbf_settles"": {""daymonth"": ""*"", ""minute"": ""20"", ""month"": ""*"", ""dayweek"": ""1-5"", ""hour"": ""15""}}",6,e7ch7ftp02.concord.global,house
up,order-router,chicago_7,No cron,7,e7ch7066,nat-gas
up,heartbeat,chicago_7,"{""start"": {""daymonth"": ""*"", ""minute"": ""05"", ""month"": ""*"", ""dayweek"": ""6"", ""hour"": ""09""}, ""stop"": {""daymonth"": ""*"", ""minute"": ""00"", ""month"": ""*"", ""dayweek"": ""6"", ""hour"": ""08""}}",service,ch7pslop060.concord.global,all
down,sapphire,new_york_4,"{""stop_wd"": {""daymonth"": ""*"", ""minute"": ""05"", ""month"": ""*"", ""dayweek"": ""1-5"", ""hour"": ""17""}}",vmm_02,ny4pslss046.concord.global,volatility
up,order-router,chicago_7,No cron,4,e7ch7086,nat-gas-options
down,order-service,chicago_6,No cron,1,e7ch6030,house
down,linux_script,chicago_7,"{""onetick_cme_secdef_download"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""1-5"", ""hour"": ""16""}}",36,e7ch7ftp02.concord.global,house
down,windows_script,chicago_7,No cron,22,tsb.concord.global,house
down,tsdb,chicago_7,No cron,8,tsb.concord.global,house
up,pricefeeder,chicago_5,"{""stop_fri"": {""daymonth"": ""*"", ""minute"": ""15"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""16""}, ""start_sun"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""15""}}",basic_idfx_01,ch5pslss021.concord.global,ssvcs
up,pricefeeder,new_york_4,"{""stop_fri"": {""daymonth"": ""*"", ""minute"": ""45"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""17""}, ""start_sun"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""15""}}",basic_zbbf_01,e7ny4017.concord.global,ssvcs
down,linux_script,new_york_4,No cron,1,ny4psltr045.concord.global,house
up,order-router,chicago_7,No cron,3,e7ch70102,nat-gas
down,windows_script,chicago_7,No cron,33,tsb.concord.global,house
down,ccs2-downloader,chicago_7,"{""start_sun"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""15""}, ""start_wd"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""1-4"", ""hour"": ""18""}}",3,ch7pslss132.concord.global,house
down,optionscity,chicago_7,No cron,metro,ch7psltr133.concord.global,crude
down,ccs2-drop,chicago_7,"{""start_sunday"": {""daymonth"": ""*"", ""minute"": ""15"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""14""}, ""stop_fri"": {""daymonth"": ""*"", ""minute"": ""05"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""17""}}",1,ch7pslss132.concord.global,house
down,windows_script,chicago_7,No cron,21,tsb.concord.global,house
down,hydra,chicago_7,No cron,1,e7ch70104,nat-gas
down,linux_script,chicago_7,"{""socgen_ice_audit_upload"": {""daymonth"": ""*"", ""minute"": ""15"", ""month"": ""*"", ""dayweek"": ""0-5"", ""hour"": ""20""}}",34,e7ch7ftp02.concord.global,house
down,linux_script,chicago_7,"{""cme_configs_weekday"": {""daymonth"": ""*"", ""minute"": ""51"", ""month"": ""*"", ""dayweek"": ""1-5"", ""hour"": ""*""}, ""cme_configs_sunday"": {""daymonth"": ""*"", ""minute"": ""35"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""14,15,20,22""}}",11,e7ch7ftp02.concord.global,house
up,fxrecast,new_york_4,No cron,1,e7ny4016.concord.global,house
up,hydra,chicago_7,No cron,1,e7ch70113,nat-uk-gas
up,hydra,chicago_7,No cron,1,e7ch70130,hawk
up,order-router,new_york_4,No cron,1,ny4pswtr039.concord.global,equities
down,linux_script,chicago_7,No cron,16,e7ch7ftp02.concord.global,house
up,sapphire,chicago_6,"{""stop_fri"": {""daymonth"": ""*"", ""minute"": ""10"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""16""}, ""start_sun"": {""daymonth"": ""*"", ""minute"": ""00"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""16""}}",tmm_05,ch6psltr102.concord.global,cpcv
up,pricefeeder,chicago_6,"{""stop_fri"": {""daymonth"": ""*"", ""minute"": ""15"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""16""}, ""start_sun"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""15""}}",basic_glbx_01,ch6pslss012.concord.global,ssvcs
up,order-router,new_york_4,No cron,6,ny4pswtr039.concord.global,equities
up,controller,tokyo_2,No cron,1,tk2pswtr012.concord.global,house
down,ccs2-downloader,chicago_7,"{""start_sun"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""15""}, ""start_wd"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""1-4"", ""hour"": ""18""}}",2,ch7pslss132.concord.global,house
down,downloader,chicago_7,No cron,1,e7ch7097,house
down,linux_script,chicago_7,"{""oc_clearport"": {""daymonth"": ""*"", ""minute"": ""11"", ""month"": ""*"", ""dayweek"": ""1-5"", ""hour"": ""14-23""}}",14,e7ch7ftp02.concord.global,house
down,order-service,chicago_7,No cron,2,e7ch7060,house
up,position-service,chicago_7,"{""start_sunday"": {""daymonth"": ""*"", ""minute"": ""06"", ""month"": ""*"", ""dayweek"": ""0"", ""hour"": ""14""}, ""stop_fri"": {""daymonth"": ""*"", ""minute"": ""10"", ""month"": ""*"", ""dayweek"": ""5"", ""hour"": ""17""}}",1,ch7pslss132.concord.global,house
down,downloader,chicago_7,Cron disabled,idfx_01,ch7pslss132.concord.global,No desk
down,linux_script,chicago_7,"{""abn_fix_logs"": {""daymonth"": ""*"", ""minute"": ""30"", ""month"": ""*"", ""dayweek"": ""0-5"", ""hour"": ""19""}}",26,e7ch7ftp02.concord.global,house
